Item,Item Description,Item Status,Quantity,Subinventory,UOM,Location,Lot Number,Organization
S018483,"11M4-ENC,C-AXIS ENCODER [ 11M5-ENC ] [1EEH00457404]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V016F,464,AAC Plant 2
S018484,Z-AXIS HARNESS DLFN [ 11M3-PWR  11SVM3 ] [1EEH00456703]MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2V016G,604,AAC Plant 2
S018485,(INACTIVE)Z-AXIS HARNESS DLFN [ 11M3-ENC ]  [1EEH00456903]MA40 MA41 744K/740/G300 CENTER SUPPORT,Inactive,0,,,,627,AAC Plant 2
S018486,"11M3-BK,Z-AXIS HARNESS DLFN [ 11M5-PWR ] [1EEH00457302]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V016I,233,AAC Plant 2
S018487,Z-AXIS HARNESS DLFN [ 11M3-BK ]  [1EEH00456802]MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2V016J,233,AAC Plant 2
S018488,Z-AXIS AXIS PWR [ 11M3-PWR ]  [1EEH00890100]MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2V017A,395,AAC Plant 2
S018489,"11M3-PWR,B-AXIS PWR (11M4-PWR  11SVM4) [1EEH00457002] MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V016K,325,AAC Plant 2
S018490,Z-AXIS ENCODER [1EEH00890200] SAME AS [1EEH00456903](11M3-ENC)MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,5,STOCK CAGE,EA,2V017C,697,AAC Plant 2
S018491,"11M3-ENC,B-AXIS ENCODER (11M4-ENC) [1EEH00457203] MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,4,STOCK CAGE,EA,2V017E,697,AAC Plant 2
S018492,"11M3-BK,B-AXIS BRAKE (11M4-BK) [1EEH00457102] MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,4,STOCK CAGE,EA,2V017F,325,AAC Plant 2
S018493,Y-AXIS HARNESS DLFN [1EEH00456503] SAME AS [1EEH00889700](11M2-ENC)MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,4,STOCK CAGE,EA,2V017G,697,AAC Plant 2
S018494,"11M2-PWR,Y-AXIS HARNESS DLFN (11M2-PWR  11SVM2) [1EEH00692300] MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,6,STOCK CAGE,EA,2V017I,418,AAC Plant 2
S018495,(INACTIVE)Y-AXIS HARNESS DLFN [1EEH00456603] SAME AS [1EEH00890000](11M2-ENC)MA40 MA41 744K/740/G300 CENTER SUPPORT,Inactive,0,,,,604,AAC Plant 2
S018496,(INACTIVE)Y-AXIS PWR [ 11M2-PWR ] [1EEH00889900]MA40 MA41 744K/740/G300 CENTER SUPPORT,Inactive,0,,,,395,AAC Plant 2
S018497,Y-AXIS [11SVM1] [1EEH00890000]MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2V020A,697,AAC Plant 2
S018498,EXT HARNESS [ 11M1-PWR ] [1EEH00456302]MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2V020D,326,AAC Plant 2
S018499,(INACTIVE)EXT HARNESS [1EEH00456403](11M1-ENC)MA40 MA41 744K/740/G300 CENTER SUPPORT,Inactive,0,,,,606,AAC Plant 2
S018500,(INACTIVE)Y-AXIS ENC [ 11M2-ENC ] [1EEH00889700]MA40 MA41 744K/740/G300 CENTER SUPPORT,Inactive,0,,,,418,AAC Plant 2
S018501,X-AXIS ENC [1M1-EMC] W/ BATTERY [1EEH00889800] SAME AS [1EEH00456403](11M1-ENC)MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2V018A,697,AAC Plant 2
S018502,ATC ROT E-AXIS [ 4M2-PWR ] [1EEH00839802]REPLACED[1EEH00457703]MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,4,STOCK CAGE,EA,2V018B,349,AAC Plant 2
S018503,ATC ROT E-AXIS [ 4M2-ENC ] [1EEH00839903]REPLACED[1EEH00457804]MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2V018C,535,AAC Plant 2
S018504,A-AXIS HARNESS DLFN [ 4M1-PWR ] [1EEH00839601]REPLACED [1EEH00457502]MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,7,STOCK CAGE,EA,2V018D,325,AAC Plant 2
S018505,(INACTIVE)A-AXIS HARNESS DLFN [ 4M1-PWR ]  [1EEH00457502] ( 4M1-PWR ) MA40 MA41 744K/740/G300 CENTER SUPPORT,Inactive,0,,,,255,AAC Plant 2
S018506,(INACTIVE)A-AXIS HARNESS DLFN [ 4M1-ENC ] [1EEH00457603]MA40 MA41 744K/740/G300 CENTER SUPPORT,NoPurchase,0,,,,512,AAC Plant 2
S018507,"1M1-PWR,SPINDLE PWR [ 1SPM1 ] [1EEH00456103]MA40 MA41 744K/740/G300 CENTER SUPPORT",Active,3,STOCK CAGE,EA,2V018E,790,AAC Plant 2
S018508,SPINDLE FAN (1M1-FAN) [1EEH00456202] MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2V022A,255,AAC Plant 2
S018509,SPINDLE ENCODER (1M1-ENC) [1EEH00499801] ( 1SPM1 ) MA40 MA41 744K/740/G300 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2V022B,372,AAC Plant 2
S018510,FTA-8 MOVING SIDE POWDER LUBE [QMU0345]DC07 800#1 800#2 800#3 CENTER SUPPORT,Active,19,STOCK CAGE,EA,P2 RACK 1-H3,636,AAC Plant 2
S018511,2250 LADLE PROBE BRACKET [NCL08016:123-0/10] DC03 2250 MACHINES,Active,3,STOCK CAGE,EA,2G080G,230,AAC Plant 2
S018512,FUJI ATC CAM FOLLOWER(R60918)[NARTU6] SAME AS  [K1092X]FUJI DLFN 744K 740 G300 CENTER SUPPORT,Active,15,STOCK CAGE,EA,TC2-D06R,33,AAC Plant 2
S018513,ATC DRY BUSHING [H4901W]FUJI DLFN 744K 740 G300 CENTER SUPPORT,Active,19,STOCK CAGE,EA,TC2-D06S,3,AAC Plant 2
S018514,ATC CLAMPER [1MTC00014901]FUJI DLFN 744K 740 G300 CENTER SUPPORT,Active,16,STOCK CAGE,EA,TC2-D06T,158,AAC Plant 2
S018515,LOVEJOY COUPLING HUB [AL-075X3/4 STD 3/16X3/32 KW HUB]FOR POWER COOL,Active,8,STOCK CAGE,EA,TC4-D09T,5.7,AAC Plant 2
S018516,LOVEJOY COUPLING SPIDER [AL-075/AL-075 SOX SPIDER]FOR POWER COOL,Active,4,STOCK CAGE,EA,TC4-D09S,4.54,AAC Plant 2
S018517,"3"" VIBRATION-DAMPING PIPE CLAMP [3249T253]DC92",Active,4,STOCK CAGE,EA,2J012M,36.14,AAC Plant 2
S018518,"1"" VIBRATION-DAMPING PIPE CLAMP [3249T119]DC92",Active,6,STOCK CAGE,EA,2J012K,9.09,AAC Plant 2
S018519,"2"" VIBRATION-DAMPING PIPE CLAMP [3249T123]DC92",Active,7,STOCK CAGE,EA,2J012L,17.43,AAC Plant 2
S018520,BACK UP BATTERY [XL060F-122] REPLACES [ER6VC119A] QC LAB CT SCANNER,Active,15,STOCK CAGE,EA,TC7-D04ZA,17.65,AAC Plant 2
S018521,OTT-JACOB KIA CLAMP UNIT [952.101.803.3.2]QC53 MML3017 MML3018,Active,1,STOCK CAGE,EA,TC3-D06X,716.09,AAC Plant 2
S018522,KOSEI-U WORK BASE REST PAD [B6B-47020-10-03] MA40 MA41 MA42 TML3019 TML3020 TML3023 CENTER SUPPORT,Active,8,STOCK CAGE,EA,TC3-D07ZL,15.23,AAC Plant 2
S018523,KEYENCE THROUGH BEAM SENSOR [PR-G51P] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,2,STOCK CAGE,EA,2ZA019C,170,AAC Plant 2
S018524,MISUMI SHAFT SUPPORT [SHFTL12] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,2,STOCK CAGE,EA,2T097F-2,45.56,AAC Plant 2
S018525,CKD RODLESS CYLINDER [SRL3-J-00-63B-700-T2YLH5-D-A] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,2,STOCK CAGE,EA,P2 ABOVE OFFICE,2498,AAC Plant 2
S018526,CKD RODLESS CYLINDER [SRL3-J-00-63B-1860-T2YLH5-D-AL1] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,2,STOCK CAGE,EA,P2 ABOVE OFFICE,3295.31,AAC Plant 2
S018527,MISUMI LINEAR SHAFT [PSFJ12-290] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,2,STOCK CAGE,EA,2R016B,13.22,AAC Plant 2
S018528,MISUMI LINEAR SHAFT [PSFJ12-320] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,5,STOCK CAGE,EA,2R016A,20.33,AAC Plant 2
S018529,MISUMI LINEAR SHAFT [PSFJ12-275] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,2,STOCK CAGE,EA,2R016C,15.89,AAC Plant 2
S018530,SMC AIR CYLINDER [MGPM20-350-HL-M9BWL] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,2,STOCK CAGE,EA,2S016B,364.14,AAC Plant 2
S018531,MISUMI AIR BLOW NOZZLE [PNZCS1-3-30] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,2,STOCK CAGE,EA,2G024E-5,38.82,AAC Plant 2
S018532,MISUMI AIR BLOW NOZZLE [PNZCS1-3-10] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,2,STOCK CAGE,EA,2G024E-6,29.42,AAC Plant 2
S018533,KEYENCE TRANSMISSIVE FIBER UNIT [FU-80TZ] FUJI TRANSFER MACHINES CENTER SUPPORT,Active,2,STOCK CAGE,EA,2X022F-2,342,AAC Plant 2
S018534,KEYENCE PHOTOEYE THRUBEAM [PR-G51P] FUJI DLFN CENTER SUPPORT,Inactive,0,,,,871.6,AAC Plant 2
S018535,GARR 20MMX150LONG ENDMILL [10190] QC53 MML3031 CENTER SUPPORT,Active,6,STOCK CAGE,EA,TC2-D04ZF,155.9,AAC Plant 2
S018536,GARR 6MM DRILL [ 56530 ] QC53 MML3031 CENTER SUPPORT,Active,8,STOCK CAGE,EA,TC2-D04ZC,18.55,AAC Plant 2
S018537,SCHUNK 20MM HYDRAULIC HOLDER [206556] QC53 MML3031 CENTER SUPPORT,Active,3,STOCK CAGE,EA,TC3-D10K,214.44,AAC Plant 2
S018538,GARR 6MM ENDMILL 65MM OAL [ 41402 ] QC53 MML3031 CENTER SUPPORT,Active,9,STOCK CAGE,EA,TC2-D04ZD,20.02,AAC Plant 2
S018539,LYNDEX COLLET [ E16-236 ] QC53 MML3031 CENTER SUPPORT,Active,4,STOCK CAGE,EA,TC2-D01M,32.7,AAC Plant 2
S018540,LYNDEX ER16X4.00 HOLDER [ B3017-0016-4.00 ] QC53 MML3031 CENTER SUPPORT,Active,4,STOCK CAGE,EA,TC2-D07ZS,198.38,AAC Plant 2
S018541,HAIMER PULL STUD [ 88.600.30 ] QC53 MML3031 CENTER SUPPORT,Active,4,STOCK CAGE,EA,TC2-D02O,34,AAC Plant 2
S018542,TASTEQ SEAL MID [SSZU2A3018] MA40 MA41 MA42 TML3021 TML3022 TML3024 CENTER SUPPORT,Active,55,STOCK CAGE,EA,2T017A,21.35,AAC Plant 2
S018543,TASTEQ SEAL HIGH [SSZU2A4018] MA40 MA41 MA42 TML3021 TML3022 TML3024 CENTER SUPPORT,Active,44,STOCK CAGE,EA,2T017H,21.35,AAC Plant 2
S018544,CHUBU GOMU #60 [SSUA3038] LEAK TEST SEAL  MA40 MA41 MA42 TML3021 TML3022 TML3024 CENTER SUPPORT,Inactive,0,,,,8.42,AAC Plant 2
S018545,PRESSURE RELEIF VALVE [ CG06-C ] DC04 PRL3022 500#3 TRIM PRESS,Active,1,STOCK CAGE,EA,2V079D,145.61,AAC Plant 2
S018546,FANUC ROBOT SHAFT ASSEMBLY  [ A290-7324-V351 ]  DCL9014,Active,5,STOCK CAGE,EA,1N021F,451.8,AAC Plant 1
S018546,FANUC ROBOT SHAFT ASSEMBLY  [ A290-7324-V351 ]  DCL9014,Active,1,STOCK CAGE,EA,2G027D,451.8,AAC Plant 2
S018547,DEGASSER DRIVE SHAFT [ P017-611-0277 ]  DS01,Active,2,STOCK CAGE,EA,1ZJ009E,1198,AAC Plant 1
S018547,DEGASSER DRIVE SHAFT [ P017-611-0277 ]  DS01,Active,2,STOCK CAGE,EA,2N008L,1198,AAC Plant 2
S018548,TOYOTA GASKET (O-RING)  [15785-38010]  TML7009,Active,6,STOCK CAGE,EA,1N032A-2,8.19,AAC Plant 1
S018549,ANRITSU KEIKI SURFACE SENSOR ( THERMOCOUPLE PROBE ) [ SE10793 ] PRL3028-PRL3029-PRL3030,Active,12,STOCK CAGE,EA,2T017D,356.6,AAC Plant 2
S018550,ROLLER CONVEYOR  [ B6B-17020-05-01 ]  TML3019-3020-3023,NoPurchase,2,STOCK CAGE,EA,2T097D,131,AAC Plant 2
S018551,WASHER WEAR PAD  [SETGRS10-42-SC10] CLL3011-3012-3013,Active,6,STOCK CAGE,EA,TC8-D05H,18.51,AAC Plant 2
S018552,WASHER FIXTURE PIN  [TC1186-J1-024]  CLL3011-3012-301,Active,12,STOCK CAGE,EA,TC8-D05I,220,AAC Plant 2
S018553,ATC MAGAZINE LOW HEAD SHOULDER BOLT  [LMSBG6-15]  (FUJI H68955),Active,19,STOCK CAGE,EA,TC2-D06U,14.12,AAC Plant 2
S018554,MITSUBISHI AC SERVO MOTOR  [HF-KP23K]   CT SCANNER,Active,3,STOCK CAGE,EA,2J017C,852.5,AAC Plant 2
S018555,HEX BOLT ( M10X30 12.9 HARDENED )  [9*B04C10X030H]  ZML3026-3055,Active,15,STOCK CAGE,EA,2G085G-3,2.5,AAC Plant 2
S018556,HEX BOLT ( M10X60 12.9 HARDENED )  [9*B04C10X060H] ZML3026-3055,Active,15,STOCK CAGE,EA,2G085G-4,3.5,AAC Plant 2
S018557,BOLT  [3C2800G2030]  ZML3026-3055,Active,61,STOCK CAGE,EA,2T078G-3,216.25,AAC Plant 2
S018558,BOLT  [3C2800G2022]  ZML3026-3055,Active,50,STOCK CAGE,EA,2T078G-4,132,AAC Plant 2
S018559,BOLT  [3C2800G2023]  ZML3026-3055,Active,48,STOCK CAGE,EA,2T058B-1,132,AAC Plant 2
S018560,BOLT  [3C2800G2028]  ZML3026-3055,Active,94,STOCK CAGE,EA,2T079G-3,163.5,AAC Plant 2
S018561,BOLT  [3C2800G2029]  ZML3026-3055,Active,23,STOCK CAGE,EA,2T079G-4,193.75,AAC Plant 2
S018562,BRACKET [ 3C6150A2032 ]  ZML3026-3055,Active,2,STOCK CAGE,EA,2G085H,252.75,AAC Plant 2
S018563,BRACKET [ 3C6120A2044 ] REPLACES  [3C6150A2044]  ZML3026-3055,Active,0,,,,251.5,AAC Plant 2
S018564,ROD END COUPLING ROD  [ LBRBFF22-287-70-PMC ]  ZML3026-3055,Active,3,STOCK CAGE,EA,2G086B,53.16,AAC Plant 2
S018565,L-BALL DUST COVER  [PRC22] ( ROD END COVER )    ZML3026-3055,Active,13,STOCK CAGE,EA,2G086C,9.03,AAC Plant 2
S018566,HEX CAP NUT [ M22XP1.5 ]  ZML3026-3055,Active,3,STOCK CAGE,EA,2G087B-1,5.25,AAC Plant 2
S018567,NOZZLE HOLDER [ AB-B A2073 ]  ZML3026-3055,NoPurchase,5,STOCK CAGE,EA,TC3-D02ZU,268.5,AAC Plant 2
S018568,SHAFT CONNECTING BRACKET  [AB-B A1967]  ZML3026-3055,Active,9,STOCK CAGE,EA,2G086E,149,AAC Plant 2
S018569,LH ROD END BEARING  [LHS22L]  ZML3026-3055,Active,9,STOCK CAGE,EA,2G086F,55.29,AAC Plant 2
S018570,"1"" 127L OIL PROOF RUBBER HOSE  [127L]  ZML3026-3055",Active,3,STOCK CAGE,EA,2G086H,9,AAC Plant 2
S018571,FLAT WOOD SCREW CROSSED-RECESSED 1PCK = 100[FPH SMS 4X1/2 ZA KEG] REPLACES  [DIA2.4X16]  ZML3026-3055,Active,12,STOCK CAGE,EA,2G087B-2,3.41,AAC Plant 2
S018572,NOZZLE ARM  [ 3C6120A2043 ]   ZML3026-3055,Active,0,,,,247,AAC Plant 2
S018573,DUST CUP  [211-76668]  CT SCANNER,Active,2,STOCK CAGE,EA,2T097H-2,290,AAC Plant 2
S018574,ETSU VQAC GREASE  [HIVAC-G-SHIN]  CT SCANNER,Active,3,STOCK CAGE,EA,2T034D,95,AAC Plant 2
S018575,SPRING FOR SAMPLE CLAMP  [211-51037]  CT SCANNER,Active,2,STOCK CAGE,EA,2T097H-3,95,AAC Plant 2
S018576,LOCATING PIN [ FN-0643-153-2 ] PRL3028-PRL3029-PRL3030 744 CENTER SUPPORT,Active,4,STOCK CAGE,EA,2U014L-1,134,AAC Plant 2
S018577,LOCATING PIN [ FN-0643-155-1 ] PRL3028-PRL3029-PRL3030 744 CENTER SUPPORT,Active,4,STOCK CAGE,EA,TC3-D02ZV,126,AAC Plant 2
S018578,ADI FIXTURE PUNCH PIN  [DC PUNCH PIN]  FI04 SBL3003 SHOT BLAST,Active,4,STOCK CAGE,EA,TC2-D09ZZD,36,AAC Plant 2
S018579,ADI FIXTURE CHECKPIN  [FI PUNCH PIN]  FI04 SBL3003 SHOT BLAST,Active,6,STOCK CAGE,EA,TC2-D09ZZE,75,AAC Plant 2
S018580,YOKOHAMA FLEX HOSE  [12 BLUE 100mm] AIR HOSE,Active,1,STOCK CAGE,EA,1SC FLOOR,358.08,AAC Plant 1
S018580,YOKOHAMA FLEX HOSE  [12 BLUE 100mm] AIR HOSE,Active,3,STOCK CAGE,EA,2W023A,358.08,AAC Plant 2
S018581,YOKOHAMA FLEX HOSE  [12 RED 100mm] AIR HOSE,Active,2,STOCK CAGE,EA,1ZU008H,358,AAC Plant 1
S018581,YOKOHAMA FLEX HOSE  [12 RED 100mm] AIR HOSE,Active,2,STOCK CAGE,EA,2W019A,358,AAC Plant 2
S018582,MOLYKOTE GREASE  [9948301]  800#1-2-3  LATHE,Active,8,STOCK CAGE,EA,2T074C,76.25,AAC Plant 2
S018583,O-RING GREASE  [9948131]   800#1-2-3  LATHE,Active,8,STOCK CAGE,EA,2T074D,103.75,AAC Plant 2
S018584,LINO MAX GREASE  [1342585]  800#1-2-3  LATHE,Active,10,STOCK CAGE,EA,2T074A,92,AAC Plant 2
S018585,SISTER JAW (ROBOT GRIPPER)  [1MLD00044401]  LAL3003-3007-3011,Active,3,STOCK CAGE,EA,TC3-D04ZH,376,AAC Plant 2
S018586,THK Y AXIS LINEAR RAIL  [HSR25C1SS+790L G=35}  MML3021,Active,2,STOCK CAGE,EA,1ZF011I,289.14,AAC Plant 1
S018587,ANDON MOUNT BRACKET  [VESA-100/75]  P1 / P2,Active,4,STOCK CAGE,EA,1D139A,19.99,AAC Plant 1
S018588,SLIDE TYPE ACTUATOR  [HS9Z-SH5]  800 TON,Active,5,STOCK CAGE,EA,1S041G-1,82.98,AAC Plant 1
S018588,SLIDE TYPE ACTUATOR  [HS9Z-SH5]  800 TON,Active,19,STOCK CAGE,EA,TC3-D06Y,82.98,AAC Plant 2
S018589,90A FLAT BRIPPER TOOTH  [HD1-13-90A]  UNLOAD ROBOT,Active,6,STOCK CAGE,EA,1ZK001F-3,103,AAC Plant 1
S018590,90A POINTBRIPPER TOOTH  [HD1-11-90A]  UNLOAD ROBOT,Active,3,STOCK CAGE,EA,1ZK001F-4,109,AAC Plant 1
S018591,SLIDE TYPE ACTUATOR  [HS9Z-SH5]  800 TON,Inactive,0,,,,73.38,AAC Plant 1
S018592,1250 TON EXTRACTOR DRIPPER (ROBOT HAND)  [ME-013253-B000-0]  DCL9024,Active,1,STOCK CAGE,EA,1ZK004C,5992,AAC Plant 1
S018593,1250 TON 115mm EXTRACTOR GRIPPER TEETH FLAT  [HD00001-018]  DCL9024,Active,10,STOCK CAGE,EA,1ZK002A-2,132,AAC Plant 1
S018594,1250 TON 115mm EXTRACTOR GRIPPER TEETH POINT[HD00001-017]  DCL9024,Active,3,STOCK CAGE,EA,1ZK002A-1,138,AAC Plant 1
S018595,TEMP SENSOR INPUT EXTENSION CABLE [ XX-0106K-TF06 ] MA40 MA41 MA42 TML3021 TML3022 TML3024 CENTER SUPPORT,Active,3,STOCK CAGE,EA,2T017E,122.8,AAC Plant 2
S018596,RING PIN PRESS HEAD ASSEMBLED [509-510-HXN2] FIT PUNCH MA40 MA41 MA42 TML3021 TML3022 TML3024 CENTER SUPPORT,Active,1,STOCK CAGE,EA,TC8-D05Y,423.8,AAC Plant 2
S018597,PRESS HEAD ASSEMBLED [609-607-608-1-10310] TIGHT PLUG PRESS FIT PUNCH MA40 MA41 MA42 TML3021 TML3022 TML3024 CENTER SUPPORT,Active,1,STOCK CAGE,EA,TC2-D09P,1062.6,AAC Plant 2
S018598,1LA LOCATOR PIN [1MCJ00367100] MA40 LAL3002 LAL3006 LAL3010 CENTER SUPPORT,Inactive,0,,,,121,AAC Plant 2
S018599,"DISPENSING SYRINGE (GREASE,10PK) [5FVE3] D07/800#1 800#2 800#3 CENTER SUPPORT",Active,2,STOCK CAGE,EA,2T018H,16.93,AAC Plant 2
S018600,TAPER TIP NEEDLE(FOR DISPENSING 50PK ) [5FVG1] D07/800#1 800#2 800#3 CENTER SUPPORT,Active,1,STOCK CAGE,EA,2T018G,20.01,AAC Plant 2
S018601,SHOULDER SCREWS [92981A203] 744 G300 G298 TA FI04 MML3059 MML3060,Active,7,STOCK CAGE,EA,TC2-D06V,1.62,AAC Plant 2
S018602,SDDV END PLATE [151-12143:646-1(1)],Active,1,STOCK CAGE,EA,2G018B-3,655,AAC Plant 2
S018603,LIMIT SWITCH BRACKET #2 [DC9001901200AB] DC03 2250#2 SEMI AUTO DIE EXCHANGE SYSTEM,Active,2,STOCK CAGE,EA,2ZA004C-2,171,AAC Plant 2
S018604,LIMIT SWITCH BRACKET #1 [DC9004901010AB] DC03 2250#2 SEMI AUTO DIE EXCHANGE SYSTEM,Active,2,STOCK CAGE,EA,2ZA004D-2,171,AAC Plant 2
S018605,NANABOSHI CONNECTOR [NWPC-5015-P20]DC03 2250#2 SEMI AUTO DIE EXCHANGE SYSTEM,Active,2,STOCK CAGE,EA,2J012G,94.3,AAC Plant 2
S018606,NANABOSHI CONNECTOR [ NWPC-6032-P28 ] DC03 2250#2 SEMI AUTO DIE EXCHANGE SYSTEM,Active,10,STOCK CAGE,EA,2J012F,123.18,AAC Plant 2
S018607,HOT MARKING TUBING[CTK 3.7MM X 0.5 WHITE]FOR H201-FC 200M=1 ROLL,Active,1,STOCK CAGE,EA,2T099C,66.45,AAC Plant 2
S018608,HEAVY DUTY STRAIGHT CASTER WHEEL [47172929](TOOL BOXES) MAINTENANCE AND KAIZEN USE ONLY,Active,10,STOCK CAGE,EA,2T095A,39.94,AAC Plant 2
S018609,HEAVY DUTY SWIVEL CASTER WHEEL [49080724](TOOL BOXES) MAINTENANCE AND KAIZEN USE ONLY,Active,9,STOCK CAGE,EA,2T094A,67.24,AAC Plant 2
S018610,10-24 X 5/8 FHSCS(PKG OF 25)[1124200] LASER ETCH,Active,1,STOCK CAGE,EA,TC6-D02ZF,1.69,AAC Plant 2
S018611,TOYOOKI KOGYO PUMP  [HPP-DC2V-F14A3-EE-B]  MML7155,Active,3,STOCK CAGE,EA,1ZB003C,1099.96,AAC Plant 1
S018612,1250 TON PLUNGER ROD  [1250 TON PLUNGER ROD]REPLACES[151-12224:384-0(1)  DCL9024,Active,4,STOCK CAGE,EA,1ZR013 END,2212.6,AAC Plant 1
S018613,1250 TON WATER TUBE [1250 TON WATER TUBE] REPLACES [151-12227:385-0(1)  DCL9024,Active,4,STOCK CAGE,EA,1ZG015D,268.8,AAC Plant 1
S018614,1250 TON SHOT SLEEVE BUSHING  [151-12227:382-0(1)]  DCL9024,Active,1,STOCK CAGE,EA,1ZR014B,6735.75,AAC Plant 1
S018615,1250 TON SHOT SLEEVE KEY  [151-12163:390-0(1)  DCL9024,Active,6,STOCK CAGE,EA,1ZR003E-2,183.75,AAC Plant 1
S018616,1250 TON TIP LUBE RING  [151-12172:389-0(1)  DCL9024,Active,7,STOCK CAGE,EA,1ZR003E-1,478.75,AAC Plant 1
S018617,1250 TON SHOT SLEEVE  [151-12163:380-0]  DCL9024,Active,1,STOCK CAGE,EA,P1 OIL ROOM,5290,AAC Plant 1
S018618,1250 TON COLLAR RING  [151-12172:387-0] DCL9024,Active,1,STOCK CAGE,EA,1ZR014A,4293.75,AAC Plant 1
S018619,1250 TON TIP JOINT [1250 TON TIP JOINT] REPLACES[ 151-12172:383-0 ] DCL9024,Active,3,STOCK CAGE,EA,1ZR005D,462.5,AAC Plant 1
S018620,METAL REUSABLE HOLDER  [8000528-100]DC07 800#1 800#2 800#3 TOP BRACKET FOR CENTER SUPPORT LADLE,NoPurchase,4,STOCK CAGE,EA,2U007H,323.53,AAC Plant 2
S018621,SHOWA LUBE PUMP  [LCB4-8279E]  MML3025,Active,2,STOCK CAGE,EA,1ZL006D,4989.09,AAC Plant 1
S018622,SWING CLAMP  [WHE0600-2SLD]  946 WPC,Active,2,STOCK CAGE,EA,TCE-D07F,702.45,AAC Plant 1
S018623,PILLOW BLOCK BEARING [ VE-132 ]  T-5 FURNACE,Active,1,STOCK CAGE,EA,1K046A,80.95,AAC Plant 1
S018624,COSMEK CLAMP DETAIL #9 [LKA0400-CR] QC53 MML3031 CENTER SUPPORT TEST CUT,Active,2,STOCK CAGE,EA,TC2-D09R,330,AAC Plant 2
S018625,COSMEK CLAMP DETAIL #15 [LKA0400-CL] QC53 MML3031 CENTER SUPPORT TEST CUT,Active,2,STOCK CAGE,EA,TC2-D09S,330,AAC Plant 2
S018626,COSMEK SENSOR PIN #24 [WWA0900-05] QC53 MML3031 CENTER SUPPORT TEST CUT,Active,2,STOCK CAGE,EA,TC2-D09Q,300,AAC Plant 2
S018627,CARR-LANE CONTACT BOLT DETAIL #25 [CLM-612-GCB] QC53 MML3031 CENTER SUPPORT TEST CUT,Active,6,STOCK CAGE,EA,TC2-D09T,20,AAC Plant 2
S018628,CLAMP ARM DETAIL #32 [4140PH] QC53 MML3031 CENTER SUPPORT TEST CUT,Active,3,STOCK CAGE,EA,TC2-D09U,155,AAC Plant 2
S018629,CLAMP ARM DETAIL #23 [4140PH] QC53 MML3031 CENTER SUPPORT TEST CUT,Active,3,STOCK CAGE,EA,TC2-D09V,150,AAC Plant 2
S018630,CLAMP ARM DETAIL #10 [4140PH] QC53 MML3031 CENTER SUPPORT TEST CUT,Active,3,STOCK CAGE,EA,TC2-D09W,150,AAC Plant 2
S018631,#4 BAG FILTER [PE-100-P-4-RPE]  WALLER #PE100P4POSS QC53 MML3031 CENTER SUPPORT TEST CUT,Active,38,STOCK CAGE,EA,2R009C,2.84,AAC Plant 2
S018632,SANYO DENK DC FAN [9G1212P1G04] LASER MARKER DC07 800#1 800#2 800#3 CENTER SUPPORT,NoPurchase,5,STOCK CAGE,EA,2ZB026D,40.47,AAC Plant 2
S018633,KEYENCE CONSOLE FOR MD-F [ MC-P1 (F) ]  DC07 800#1 800#2 800#3 CENTER SUPPORT (TEACH PENDANT),Active,3,STOCK CAGE,EA,2B071A,2393.42,AAC Plant 2
S018634,MASUDA AIR BREATHER [MSA-C30T] DC03 ALL 2250 MACHINES AUTO AIR CHANGER,Active,2,STOCK CAGE,EA,2T066F,27.18,AAC Plant 2
